ID,t=0,t=9,t=11,t=13,t=15,t=17,t=19
YLR075W,0.172,0.33799999999999997,0.013999999999999999,0.024,0.115,-0.8859999999999999,-1.906
YJL122W,0.028999999999999998,-0.10800000000000001,-0.078,-0.885,-0.7709999999999999,-1.745,-1.956
YJL138C,0.344,0.237,0.389,0.099,-0.264,-1.338,-1.528
YLR216C,0.435,0.254,0.19699999999999998,0.56,0.5489999999999999,2.25,1.7619999999999998
YDL131W,0.43700000000000006,0.024,-0.644,-0.976,0.002,-1.91,-1.082
YJL170C,-0.33899999999999997,-0.428,-0.10800000000000001,0.111,0.345,1.8719999999999999,0.8540000000000001
YKR098C,0.1,0.099,-0.024,0.307,-0.623,1.864,0.995
YDR077W,0.34600000000000003,0.715,0.433,1.239,1.7380000000000002,2.377,2.043
YMR023C,-0.047,-0.29600000000000004,0.305,0.419,-1.078,1.263,1.0859999999999999
YER006W,0.515,0.28300000000000003,0.41200000000000003,-0.55,-0.667,-1.4869999999999999,-1.216
YDR125C,-0.268,0.075,-0.024,0.043,0.6829999999999999,1.278,1.9180000000000001
YOL048C,-0.02,0.125,0.212,0.589,0.625,1.9180000000000001,1.8530000000000002
YNL077W,-0.27399999999999997,-0.36,-0.45799999999999996,-0.16699999999999998,-0.10099999999999999,1.315,1.405
YGL225W,0.263,0.436,0.695,0.307,0.11599999999999999,-1.183,-1.3
YKL107W,-0.312,-0.146,0.38799999999999996,0.025,-0.214,1.061,1.854
YBR024W,-0.562,-0.748,-0.243,0.358,-0.17600000000000002,1.476,0.853
YBR285W,-0.13,0.39399999999999996,0.063,-0.045,-0.198,1.849,1.321
YIL144W,-0.439,-1.044,-0.027999999999999997,-0.203,-0.784,1.284,0.581
YPL160W,0.005,0.156,-0.442,-0.156,-0.428,-1.81,-1.702
YBR106W,0.284,0.303,0.124,0.245,0.27399999999999997,-1.037,-1.665
YBL075C,0.133,-0.139,-0.102,0.152,0.405,1.48,1.869
YLR415C,-0.18,-0.21100000000000002,-0.23600000000000002,-0.428,0.373,-0.491,1.7919999999999998
YOR303W,0.242,0.221,0.525,-0.6990000000000001,-0.983,-0.287,1.3980000000000001
YGR094W,0.16399999999999998,0.28800000000000003,-0.10400000000000001,-0.537,-0.23600000000000002,-2.049,0.075
YOL127W,0.247,-0.187,0.035,-0.006,0.13699999999999998,-1.4669999999999999,-1.67
YHL010C,-0.409,-0.159,0.057,0.038,-0.449,1.5330000000000001,1.264
YAR023C,-0.151,0.36,0.149,0.29,-0.889,1.3319999999999999,1.374
YBR093C,0.44299999999999995,0.325,0.8390000000000001,-0.057999999999999996,-0.447,-1.38,-0.972
YLR346C,-0.5379999999999999,-0.6609999999999999,-0.26899999999999996,-0.278,-0.28300000000000003,1.158,1.248
YCR066W,-0.972,-0.040999999999999995,0.107,-0.371,-1.1179999999999999,1.147,0.5
YEL065W,0.395,-0.433,-0.483,-1.146,-1.5719999999999998,-0.10400000000000001,0.6809999999999999
YCL008C,0.257,0.542,-0.24100000000000002,-0.11,-0.562,-0.066,1.865
YGL263W,-1.022,-0.655,0.435,0.057,-0.653,1.14,0.654
YDR449C,-0.047,-0.115,-0.315,-0.499,-0.43,-1.883,-1.879
YKL150W,0.111,0.25,0.027999999999999997,0.6609999999999999,0.8420000000000001,1.9369999999999998,1.859
YDL221W,-0.48700000000000004,1.716,-0.26,-0.321,-0.517,-0.434,0.076
YIR038C,0.185,0.3,0.777,0.9390000000000001,0.98,2.245,2.037
YMR188C,-0.10300000000000001,0.01,0.467,0.281,1.242,2.076,1.225
YGL006W,-0.095,0.08900000000000001,-0.133,0.82,1.013,1.601,1.787
YJL141C,0.672,0.091,-0.006,0.027000000000000003,0.298,2.011,1.4809999999999999
YDR074W,0.243,0.214,0.159,1.255,1.253,2.187,1.594
YDR365C,0.095,0.248,0.14300000000000002,-0.174,-0.43799999999999994,-1.59,-1.58
YLR259C,0.344,0.299,-0.43,0.374,0.469,1.208,2.059
YHL028W,-0.342,0.075,1.291,1.1840000000000002,2.042,1.044,0.919
YMR181C,0.031,0.027000000000000003,0.597,0.792,0.648,1.7990000000000002,2.042
YDR341C,0.313,0.21600000000000003,-0.166,-0.48700000000000004,-0.37,-1.892,-1.2329999999999999
YBR149W,0.092,0.309,0.08900000000000001,0.58,0.9790000000000001,1.976,1.83
YHR171W,-0.536,-0.33899999999999997,0.526,0.386,-0.341,1.1640000000000001,1.5030000000000001
YER179W,-0.733,-1.3219999999999998,0.086,0.053,0.067,0.9740000000000001,0.71
YGL183C,-0.41,-0.9890000000000001,0.237,-0.17600000000000002,-1.29,0.7559999999999999,0.69
YMR202W,0.43200000000000005,0.139,0.299,0.06,0.271,-1.419,-1.294
YGR250C,0.363,0.18600000000000003,0.511,0.637,1.15,1.652,2.358
YMR239C,0.11199999999999999,-0.16399999999999998,0.043,-0.6890000000000001,-0.77,-1.827,-1.6769999999999998
YER165W,0.44299999999999995,0.45399999999999996,-0.07400000000000001,-0.805,-0.98,-1.3980000000000001,-1.287
YCL053C,0.171,0.049,-0.225,-0.638,-0.528,-1.766,-1.71
YLR388W,0.395,0.067,0.428,0.299,0.07400000000000001,-1.207,-1.452
YLR297W,-0.317,0.894,0.574,0.871,0.877,2.0140000000000002,1.8619999999999999
YLR284C,-0.527,-0.655,-0.384,0.136,-0.17,1.508,0.7829999999999999
YDR009W,-0.418,-0.138,-0.155,-0.1,0.085,0.7859999999999999,1.839
YFL040W,-0.9209999999999999,-1.4380000000000002,0.079,-0.336,-0.402,0.643,0.71
YDL167C,0.19,0.177,-0.07400000000000001,-0.435,-0.501,-1.745,-1.536
YOL126C,0.055999999999999994,-0.085,-0.09,-0.261,0.629,1.195,1.825
YMR229C,0.11199999999999999,0.179,0.03,-0.498,-0.691,-1.666,-1.62
YER052C,0.573,0.32299999999999995,0.628,0.013999999999999999,-0.36200000000000004,-1.329,-1.097
YDR255C,-0.165,-0.196,0.147,0.483,-0.512,1.255,1.584
YPR132W,0.16,0.315,0.344,0.332,0.327,-0.9129999999999999,-1.6
YOR133W,0.141,0.397,0.32799999999999996,0.294,0.22,-1.254,-1.391
YEL057C,-0.294,-0.139,0.065,-0.127,-1.379,1.222,0.425
YBL039C,0.192,0.527,0.163,-0.344,-0.9109999999999999,-1.286,-1.463
YDR399W,0.10800000000000001,0.23800000000000002,0.142,-0.136,-0.07,-1.52,-1.536
YKL006W,0.225,0.36200000000000004,0.064,0.141,-0.043,-0.9890000000000001,-1.7480000000000002
YAL060W,0.14800000000000002,0.408,0.11599999999999999,0.727,0.7170000000000001,2.063,1.8219999999999998
YPR116W,-0.39799999999999996,-0.075,0.435,0.135,-1.6469999999999998,0.667,0.41
YDL091C,-0.188,-0.07200000000000001,-0.157,0.177,0.455,1.537,1.615
YDR306C,-0.048,-0.047,0.07,0.077,0.235,1.8840000000000001,1.339
YJL151C,0.042,0.36200000000000004,0.179,0.34600000000000003,0.765,2.024,1.694
YDR447C,0.10300000000000001,-0.11599999999999999,-0.32799999999999996,-0.311,-0.069,-1.751,-1.67
YPL126W,0.179,0.19399999999999998,-0.25,-0.7659999999999999,-1.08,-1.456,-1.7690000000000001
YLR056W,-0.113,-0.193,-0.155,-0.361,-0.4,-2.141,-1.3780000000000001
YFR014C,-0.585,-0.677,0.21100000000000002,0.599,0.68,1.3159999999999998,1.115
YLR083C,0.278,0.223,0.33399999999999996,0.254,0.207,-1.413,-1.242
YBR186W,-0.177,0.986,0.16,-0.41,-0.769,-1.4769999999999999,-0.66
YMR040W,-0.355,-0.469,-0.359,0.41100000000000003,-0.022000000000000002,1.035,1.531
YDR275W,-0.504,-0.7190000000000001,0.17,0.20600000000000002,-0.39,1.1420000000000001,1.222
YGL031C,0.081,0.162,-0.042,0.04,0.23600000000000002,-0.596,-1.94
YDL130W,0.21100000000000002,0.13699999999999998,0.138,0.268,0.267,-0.557,-1.8259999999999998
YDL079C,0.09300000000000001,1.195,0.017,0.102,0.157,1.87,1.401
YDR142C,-0.565,-0.792,-0.067,-0.515,-1.105,1.0490000000000002,0.581
YER074W,0.235,0.055999999999999994,0.326,0.079,-0.095,-1.056,-1.7209999999999999
YDL183C,0.04,-0.312,-0.311,-0.293,-0.677,1.202,1.226
YKL050C,-0.516,-0.321,-0.278,-0.429,-0.247,0.9229999999999999,1.4409999999999998
YLR150W,0.455,0.12300000000000001,-0.111,0.151,-0.068,-0.6890000000000001,-1.8430000000000002
YDR088C,-1.157,-1.205,-0.106,-0.12300000000000001,-0.47,0.688,0.682
YOL116W,-0.415,-0.8109999999999999,0.474,0.121,-0.09300000000000001,1.089,1.3030000000000002
YOL039W,0.115,0.271,0.02,0.168,0.233,-0.07400000000000001,-1.892
YGR027C,0.27899999999999997,0.221,0.3,0.428,0.491,-0.9990000000000001,-1.411
YGR090W,0.226,0.16699999999999998,0.305,-0.647,0.237,-1.7369999999999999,0.29600000000000004
YJR006W,-0.574,-1.649,0.109,-0.018000000000000002,-0.42,0.7290000000000001,0.325
YBL099W,0.41,0.377,0.882,0.807,1.405,1.5030000000000001,2.575
YLR254C,-0.311,-0.24100000000000002,-0.267,0.061,0.138,1.85,0.598
YBL019W,-1.276,-0.193,0.34700000000000003,-0.139,-0.7090000000000001,1.028,0.467
YDR384C,0.132,-0.055999999999999994,-0.45399999999999996,-0.875,-1.473,-1.489,-1.851
YGR118W,0.496,0.374,0.305,0.408,0.507,-1.044,-1.246
YDR076W,-0.763,-0.816,0.461,0.27,-0.27,0.8740000000000001,1.126
YNL332W,-0.7070000000000001,-0.324,0.77,-0.255,0.22899999999999998,0.895,1.41
YJL166W,0.005,-0.24,0.149,0.604,0.746,1.8780000000000001,1.383
YLR212C,0.09,-0.14300000000000002,0.023,-0.129,-0.39,-1.655,-1.6380000000000001
YLR009W,0.175,-0.163,-0.315,-0.578,-0.713,-1.724,-1.817
YBL059W,-0.768,-1.24,0.066,-0.1,0.0,0.8059999999999999,0.853
YDR322W,-0.9640000000000001,-0.677,0.252,0.057,-0.038,0.871,1.159
YPL093W,0.08,-0.07200000000000001,-0.382,-0.716,-1.078,-1.7719999999999998,-1.7930000000000001
YLR289W,-0.121,-0.5660000000000001,-0.135,0.41,-1.11,1.272,0.348
YPL166W,-0.026000000000000002,-0.643,0.107,0.7709999999999999,0.41600000000000004,1.5030000000000001,1.317
YPR006C,-0.35600000000000004,-0.37,-0.41,-0.33299999999999996,0.185,1.005,1.449
YMR195W,-0.095,0.298,0.172,0.449,1.17,1.984,1.4180000000000001
YBR230C,-0.13699999999999998,-0.174,0.26899999999999996,0.478,0.9390000000000001,1.0390000000000001,1.984
YJL108C,-0.505,-0.531,-0.035,-0.207,-1.249,1.0959999999999999,0.511
YLR186W,0.10300000000000001,-0.01,-0.431,-0.784,-0.544,-1.4469999999999998,-2.005
YOL083W,0.045,0.039,0.442,0.5329999999999999,1.4069999999999998,1.463,1.949
YLR185W,0.406,0.163,0.09,0.109,0.109,-1.2309999999999999,-1.4869999999999999
YGR155W,0.272,0.23600000000000002,-0.073,-0.415,-0.743,-1.121,-1.797
YBL038W,0.111,0.087,0.057,0.5429999999999999,0.914,1.8259999999999998,1.692
YDL191W,0.185,-0.045,0.059000000000000004,-0.034,0.106,-1.4180000000000001,-1.556
YAL017W,-0.059000000000000004,0.047,-0.301,0.551,0.7340000000000001,0.895,1.942
YMR308C,0.321,0.10400000000000001,0.02,-0.244,-0.49700000000000005,-1.4680000000000002,-1.5619999999999998
YDR502C,0.36700000000000005,0.316,0.47600000000000003,-0.341,-0.64,-1.368,-1.172
YKL065C,0.009000000000000001,-0.079,-0.047,0.58,1.025,1.983,0.943
YGL152C,-0.242,-1.085,0.157,-0.040999999999999995,-0.08199999999999999,1.3319999999999999,0.6779999999999999
YEL026W,-0.071,-0.18100000000000002,-0.019,-0.395,-0.743,-1.834,-1.6580000000000001
YGL194C,-0.578,-0.738,-0.111,0.01,-1.081,0.9359999999999999,0.762
YBR152W,-0.725,-0.655,0.58,-0.22899999999999998,-1.172,0.852,0.35
YHR002W,0.035,-0.41100000000000003,0.294,0.134,-0.8320000000000001,1.264,1.103
YDR019C,0.04,0.6559999999999999,0.852,1.55,2.345,0.66,0.63
YGR059W,-0.64,-0.772,-0.184,0.564,-0.879,1.024,0.504
YNR034W,-0.08,-0.27899999999999997,-0.516,-0.16699999999999998,-0.226,1.605,0.76
YBL013W,-0.879,-1.345,-0.111,-1.228,-0.8390000000000001,0.8440000000000001,-0.611
YHL047C,-0.53,-0.564,0.08,-0.48100000000000004,-0.845,0.614,1.2309999999999999
YPL090C,0.321,0.209,0.456,0.4,0.307,-1.2209999999999999,-1.1740000000000002
YJR036C,-0.46299999999999997,-0.542,-0.315,0.115,-0.259,1.129,1.25
YEL037C,-0.893,-0.29100000000000004,0.317,-0.24,-0.831,1.092,0.696
YNL146W,-0.39899999999999997,-0.363,-0.247,0.12300000000000001,0.37,1.315,1.3530000000000002
YGL205W,-0.20800000000000002,-0.669,0.462,0.015,-1.181,0.6859999999999999,0.907
YLR441C,0.149,0.325,0.068,-0.042,0.254,-0.594,-1.795
YKL090W,-0.161,-0.003,0.7170000000000001,0.19899999999999998,-1.074,1.166,0.8370000000000001
YOR237W,-0.972,-0.425,0.654,-0.45299999999999996,-0.162,0.76,1.026
YLR395C,0.133,0.124,0.371,0.537,1.181,1.4469999999999998,2.095
YER095W,-0.833,0.36200000000000004,0.425,-0.20600000000000002,-0.285,1.31,0.99
YKL171W,-0.057,0.244,-0.147,-0.192,-0.003,1.0659999999999998,1.7719999999999998
YKL082C,0.14,-0.11699999999999999,-0.239,-0.878,-0.767,-1.645,-1.797
YER086W,0.222,0.376,0.778,0.314,0.006,-0.883,-1.308
YLR044C,0.151,0.036000000000000004,-0.19899999999999998,0.002,-0.315,-1.1540000000000001,-1.855
YJL098W,0.022000000000000002,-0.282,-0.363,0.085,-0.728,-1.795,0.535
YFL058W,-0.8220000000000001,-1.109,-0.239,-0.392,-0.93,0.6759999999999999,0.727
YCR057C,0.195,0.12,0.171,-0.741,-1.595,-0.9129999999999999,0.379
YOR389W,-0.266,-0.212,0.29600000000000004,-0.022000000000000002,-0.45799999999999996,1.252,1.381
YLR344W,-0.001,-0.16,-0.44,-0.494,-0.331,-1.5330000000000001,-1.97
YJR156C,-0.382,-0.684,-0.32799999999999996,0.011000000000000001,-0.324,1.196,1.056
YBR069C,0.386,0.24600000000000002,0.301,-0.564,-0.815,-1.607,0.098
YOL131W,-0.56,-0.58,-0.763,-0.10800000000000001,-0.54,0.5539999999999999,1.247
YOR293W,0.396,-0.012,-0.011000000000000001,-0.114,-0.10400000000000001,-1.359,-1.537
YKR032W,-0.019,-0.252,-0.682,-0.027999999999999997,-1.463,0.46299999999999997,0.795
YMR155W,-0.26899999999999996,-0.429,0.9079999999999999,0.662,0.55,1.629,1.183
YIL099W,-0.557,-0.374,-0.504,0.005,-0.34299999999999997,0.804,1.361
YGL096W,-0.504,-0.267,-0.23,0.172,0.182,1.337,1.273
YML022W,0.223,0.446,0.635,0.275,-0.139,-0.91,-1.348
YNL247W,0.054000000000000006,-0.026000000000000002,-0.301,-0.18100000000000002,-0.354,-1.492,-1.791
YOR285W,-0.185,0.009000000000000001,0.509,0.785,1.207,1.847,1.391
YER043C,0.603,0.41700000000000004,0.621,-0.401,-0.205,-0.943,-1.204
YBR137W,-0.113,0.565,-0.239,0.292,0.303,1.932,0.985
YHL039W,0.066,0.087,0.12300000000000001,-0.674,-0.873,-0.535,-1.9380000000000002
YDR358W,-0.044000000000000004,-0.129,0.14,0.8170000000000001,0.66,1.9569999999999999,1.0859999999999999
YDR254W,-0.7909999999999999,-0.789,0.38299999999999995,0.28600000000000003,0.312,0.9940000000000001,0.991
YCLX09W,0.249,0.174,-0.18,-0.028999999999999998,-0.059000000000000004,-0.32899999999999996,1.851
YDL063C,0.015,0.141,-0.36700000000000005,-0.755,-1.0270000000000001,-1.651,-1.6669999999999998
YOR181W,-0.688,-0.293,0.665,-0.125,0.19,1.001,1.3519999999999999
YJL100W,-0.22899999999999998,-0.185,-0.155,-0.039,0.207,1.489,1.2990000000000002
YLR343W,-0.5720000000000001,-0.33799999999999997,0.568,0.509,1.466,1.15,0.6779999999999999
YJR071W,0.006999999999999999,-0.205,-0.515,-0.47600000000000003,-0.515,-1.8119999999999998,-1.7790000000000001
YGL258W,-0.6709999999999999,-1.204,0.36700000000000005,0.27699999999999997,-0.505,0.802,0.507
YGL199C,0.146,0.023,0.028999999999999998,0.44299999999999995,0.797,1.912,1.3940000000000001
YKL056C,0.163,0.363,0.24100000000000002,0.24600000000000002,0.225,-0.922,-1.504
YJL046W,-0.727,-1.002,0.534,0.34299999999999997,0.204,1.034,0.565
YMR049C,0.131,-0.14800000000000002,-0.27399999999999997,-0.745,-0.894,-1.6880000000000002,-1.733
YBR031W,0.256,0.507,0.632,0.504,0.33899999999999997,-0.741,-1.264
YER002W,0.244,0.22899999999999998,-0.038,-0.765,-0.628,-1.71,-1.127
YJL188C,0.08800000000000001,0.447,-0.039,0.24600000000000002,0.057999999999999996,-1.089,-1.486
YOR369C,0.16399999999999998,0.34299999999999997,0.162,0.345,0.163,-0.5820000000000001,-1.649
YAL036C,0.187,0.128,0.326,-0.48200000000000004,-0.353,-1.178,-1.6059999999999999
YKL198C,-0.6729999999999999,-0.495,-0.223,-0.29100000000000004,-1.76,0.665,-0.077
YMR136W,-0.384,0.23199999999999998,0.75,0.35700000000000004,0.9059999999999999,1.469,1.734
YDL051W,0.185,0.6759999999999999,0.152,-0.308,-0.6709999999999999,-1.327,-1.1
